# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1602665352
# chain_id=1
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=norm.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-28.0741,1,2.70667,1,1,0,28.0741,0.49422
-28.4141,0.483089,3.69572,1,1,0,28.8378,0.681162
-28.2022,1,2.30378,1,1,0,28.2382,0.383579
-28.2022,0.000662114,3.14135,1,1,0,28.5452,0.383579
-28.2185,0.999233,0.950426,2,3,0,28.2314,0.37661
-28.0784,1,1.29537,2,3,0,28.2034,0.51761
-29.6444,0.465925,1.76444,1,1,0,29.645,0.892965
-29.93,0.983007,1.08129,2,3,0,30.1374,0.927496
-28.7577,1,1.43424,2,3,0,29.6083,0.235377
-28.4692,1,1.94791,2,3,0,28.6053,0.298054
-28.5046,0.961988,2.64107,1,1,0,28.9572,0.289328
-28.5046,0.00082949,3.37984,1,1,0,28.5274,0.289328
-28.5788,0.98729,1.0495,1,1,0,28.6316,0.272178
-28.0881,0.782423,1.39545,2,3,0,30.007,0.534366
-28.0816,0.994268,1.37248,2,3,0,28.121,0.524354
-29.4828,0.475864,1.83938,1,1,0,29.4946,0.872031
-28.7959,1,1.15684,2,3,0,29.3695,0.765398
-28.1327,1,1.56155,1,1,0,28.5437,0.573395
-29.0506,0.528976,2.10451,1,1,0,29.0577,0.184364
-29.5248,0.858372,1.43376,1,1,0,29.7678,0.115987
-28.075,0.903818,1.57336,2,3,0,29.5902,0.486879
-28.4138,0.835155,1.84219,1,1,0,28.416,0.31249
-28.6019,0.893734,1.9531,1,1,0,28.8216,0.267099
-28.4102,1,2.25091,1,1,0,28.7689,0.313483
-28.4102,0.000756715,3.01652,1,1,0,28.6824,0.313483
-28.3042,0.877264,0.973894,2,3,0,29.8161,0.345111
-28.3122,0.902296,1.09714,2,7,0,29.1266,0.651077
-28.3922,0.979682,1.27978,1,1,0,28.4366,0.675118
-28.4934,0.957069,1.66391,1,1,0,28.6252,0.701517
-28.8842,0.76479,2.09274,1,1,0,29.236,0.781359
-28.2426,1,2.00655,1,1,0,28.6449,0.62659
-28.2426,0.0255039,2.67588,1,1,0,29.4893,0.62659
-28.1464,0.949298,0.912073,1,3,0,28.8591,0.411722
-28.3152,0.92465,1.1338,1,3,0,28.7078,0.652037
-28.1027,0.9849,1.36044,1,3,0,28.3752,0.443283
-28.0945,0.796874,1.77321,2,3,0,28.4876,0.542029
-28.2465,0.927415,1.77904,1,1,0,28.2563,0.628081
-28.2465,0.309946,2.13761,1,1,0,28.7211,0.628081
-28.1259,0.962982,1.09559,2,7,0,28.5391,0.424754
-28.4854,0.844672,1.38273,2,3,0,29.0558,0.294025
-28.1507,1,1.48201,1,1,0,28.3745,0.409263
-28.0775,1,1.96402,1,1,0,28.112,0.478244
-28.0775,0.000441,2.59935,1,1,0,29.7199,0.478244
-28.3252,0.95869,0.880251,1,3,0,28.5373,0.338332
-28.0806,0.994805,1.10197,1,3,0,28.348,0.471217
-28.0806,0.969381,1.44724,1,3,0,28.164,0.471217
-28.074,1,1.83412,1,1,0,28.0771,0.496344
-28.4155,0.731059,2.41985,1,1,0,28.4807,0.312036
-28.1266,1,1.10982,1,1,0,28.3228,0.424323
-28.1266,0,15.9654,0,1,1,28.1586,0.424323
-28.1266,0.000480338,2.69816,1,1,0,29.0564,0.424323
-28.1062,0.999218,0.266467,3,7,0,28.1989,0.440054
-28.0786,0.998753,0.359641,2,7,0,28.1906,0.518189
-28.6891,0.964316,0.560315,2,5,0,28.7541,0.744743
-28.8293,0.973575,0.854954,1,1,0,28.9093,0.771551
-28.1138,1,1.40642,2,3,0,28.4655,0.559863
-28.1138,0.124267,2.5848,1,1,0,28.1677,0.559863
-28.4555,0.991053,0.303829,2,7,0,28.7159,0.692044
-28.3316,0.9738,0.553152,2,5,0,29.0881,0.336325
-28.1617,1,0.961039,2,3,0,28.2918,0.403186
-28.1617,0.0725164,1.8175,1,1,0,28.8604,0.403186
-29.6065,0.985987,0.187234,3,15,0,31.1079,0.888156
-28.7672,0.983846,0.341959,1,3,0,30.4699,0.760012
-28.0816,0.968061,0.617858,3,7,0,29.8591,0.469187
-28.089,0.992437,1.0572,2,3,0,28.1236,0.458134
-28.1734,0.920636,1.93625,1,1,0,28.2194,0.39714
-28.1734,3.45271e-08,2.82888,1,1,0,28.596,0.39714
-28.074,0.99924,0.258191,2,7,0,28.2646,0.496309
-28.0805,0.992295,0.482333,3,7,0,28.3313,0.522281
-28.1916,0.984925,0.874252,2,3,0,28.2186,0.605219
-28.0825,1,1.53603,1,3,0,28.1244,0.467705
-28.0825,0.0820237,2.79363,1,1,0,28.3208,0.467705
-28.2271,0.997152,0.357038,3,7,0,28.2297,0.373089
-28.2183,1,0.645796,1,1,0,28.2387,0.37671
-28.0764,0.940686,1.16594,2,3,0,28.4479,0.48129
-28.2422,0.87382,1.76441,1,1,0,28.271,0.367132
-28.2422,9.39271e-05,2.20106,1,1,0,29.1204,0.367132
-28.0741,0.998925,0.244995,3,11,0,28.4377,0.499254
-28.5254,0.988369,0.436063,3,7,0,28.5461,0.284392
-28.501,0.822673,0.747058,1,3,0,30.7079,0.703379
-28.7577,0.956752,0.81185,1,1,0,28.7757,0.758197
-29.5682,0.714201,1.26061,1,1,0,29.7994,0.883236
-28.2275,1,1.0219,1,3,0,29.2268,0.620635
-28.2275,0.0631149,1.76207,1,1,0,29.0585,0.620635
-28.1246,0.998336,0.261493,3,15,0,28.4417,0.425697
-30.8071,0.894659,0.449856,2,5,0,31.6739,-0.0258665
-30.7465,1,0.58799,2,3,0,31.019,-0.0200406
-34.8703,0.339586,1.00109,1,1,0,35.0179,-0.327399
-35.4393,0.985071,0.318033,1,1,0,35.4519,-0.36121
-29.9199,1,0.519705,2,3,0,35.0555,0.0672525
-29.029,1,0.875029,1,1,0,29.7746,0.187832
-28.1507,0.995933,1.46204,1,3,0,28.5501,0.584309
-28.1659,0.977237,2.40063,1,1,0,28.2965,0.592642
-28.5255,0.268751,3.73941,1,1,0,29.9369,0.709219
-28.2605,1,1.04052,2,3,0,28.4679,0.63333
-28.4053,0.895141,1.71122,1,1,0,28.5829,0.678754
-28.4053,0.0451514,2.17557,1,1,0,28.5464,0.678754
-28.3782,1,0.366831,1,1,0,28.4063,0.671149
-28.1085,0.99212,0.601299,1,3,0,28.5338,0.555496
-28.1013,0.990069,0.961208,2,3,0,28.1935,0.44455
-28.1671,0.961082,1.51974,1,1,0,28.1887,0.40034
-28.3608,0.776746,2.2337,1,1,0,28.4201,0.666105
-28.0782,1,2.13933,1,1,0,28.1601,0.517307
-28.0782,2.17802e-07,3.41187,1,1,0,28.6237,0.517307
-28.7856,0.95748,0.560169,3,7,0,29.2368,0.230102
-28.1687,0.996371,0.813683,2,3,0,28.8349,0.3995
-28.3938,0.811118,1.28353,2,3,0,28.8125,0.675572
-30.9999,0.462866,1.33293,2,3,0,31.4844,1.03757
-29.4013,0.997645,0.640125,2,5,0,31.0377,0.132561
-28.9214,1,1.0056,1,1,0,29.4092,0.205768
-28.8544,1,1.5794,1,1,0,29.3965,0.217499
-28.8544,0.00479386,2.46755,1,1,0,28.8562,0.217499
-28.4158,0.995568,0.445951,1,3,0,29.0376,0.311948
-28.4696,0.997767,0.691488,2,3,0,28.4951,0.297937
-29.3275,0.772906,1.0719,1,1,0,29.355,0.142826
-29.8793,0.859414,1.02508,1,1,0,30.1197,0.0720138
-28.2145,1,1.17757,1,1,0,29.276,0.378286
-28.1498,1,1.81522,1,3,0,28.1588,0.583841
-28.1498,0.702411,2.78504,1,1,0,28.3716,0.583841
-28.1498,0.0634433,2.29005,1,1,0,28.8253,0.583841
-28.1437,1,0.50284,1,1,0,28.1518,0.580239
-28.4446,0.893176,0.771361,1,3,0,29.1954,0.304341
-28.858,0.907752,0.946485,1,1,0,28.8783,0.216867
-28.3703,1,1.19381,1,1,0,28.7444,0.324707
-28.3703,0.000135839,1.81105,1,1,0,30.7892,0.324707
-28.6754,0.984791,0.36403,1,3,0,28.9026,0.251628
-28.1827,0.989365,0.536528,2,7,0,28.9984,0.392583
-28.3182,0.914428,0.794922,1,3,0,28.9786,0.652998
-28.2562,1,1.01083,1,1,0,28.3378,0.631732
-28.1101,0.998987,1.51883,1,3,0,28.1724,0.436756
-28.1101,0.313027,2.26862,1,1,0,28.1833,0.436756
-28.1533,0.821746,0.880383,2,3,0,29.6344,0.407775
-29.3024,0.801532,0.929515,1,3,0,29.4203,0.146386
-28.7459,1,0.943106,2,3,0,29.2283,0.23765
-28.2943,1,1.40382,1,1,0,28.6318,0.348392
-28.9494,0.476146,2.0819,1,1,0,29.0621,0.79259
-28.8093,1,1.12847,1,1,0,29.1256,0.767874
-28.5256,1,1.66913,1,1,0,28.9908,0.709239
-28.08,1,2.46013,1,1,0,28.1203,0.472383
-28.08,6.84803e-11,3.61345,1,1,0,28.7704,0.472383
-28.423,0.940175,0.806543,1,3,0,28.5668,0.310021
-28.837,0.961802,1.06064,2,3,0,28.8823,0.220635
-28.0889,1,1.44868,1,1,0,28.4461,0.458245
-28.0889,0.362662,2.11838,1,1,0,28.2166,0.458245
-28.9199,0.798048,0.950442,1,3,0,29.3106,0.787555
-28.1235,0.95498,0.956857,1,3,0,29.2443,0.426456
-30.1186,0.423169,1.28431,1,1,0,30.1189,0.044736
-28.2018,0.926551,0.651268,2,5,0,31.1929,0.383754
-28.2859,0.926655,0.829346,1,3,0,28.8777,0.6423
-28.2859,0.907328,1.05419,1,1,0,28.5429,0.6423
-28.8903,0.768365,1.29154,1,1,0,28.9584,0.782423
-28.1212,1,1.23075,1,1,0,28.5864,0.56543
-28.1212,0.518888,1.77568,1,1,0,28.4614,0.56543
-28.4063,0.955173,1.08377,2,3,0,28.4543,0.314542
-28.1731,0.541763,1.4405,2,3,0,29.3153,0.596302
-28.1202,1,0.919702,1,1,0,28.1631,0.564701
-28.3169,0.914241,1.32071,1,1,0,28.3329,0.652582
-28.1824,0.880776,1.62704,2,3,0,28.3209,0.600857
-28.074,1,1.88749,1,1,0,28.103,0.496547
-28.2353,0.73682,2.69179,1,1,0,28.4009,0.36982
-28.2782,0.356407,2.42514,1,3,0,28.3248,0.639643
-30.502,0.573263,1.13292,1,3,0,30.5048,0.989416
-30.8359,0.949178,0.773166,1,1,0,31.1123,1.0222
-28.2559,1,1.00848,1,3,0,30.2667,0.631634
-28.2559,0.348493,1.432,1,1,0,29.3008,0.631634
-28.1318,0.950303,0.668551,1,3,0,28.9301,0.420798
-29.0867,0.844966,0.871561,1,3,0,29.2557,0.178647
-29.7943,0.846594,0.948977,1,1,0,29.8977,0.0821324
-28.3261,1,1.03545,2,3,0,29.4886,0.655517
-28.6748,0.600145,1.46088,2,3,0,29.2103,0.251736
-28.8076,0.987418,1.05299,2,3,0,28.9562,0.226007
-29.156,0.851878,1.45114,2,3,0,29.4526,0.825645
-28.4769,1,1.59291,1,3,0,28.7386,0.296109
-28.7393,0.710423,2.23324,1,1,0,29.4651,0.238931
-29.3913,0.527694,1.93677,1,1,0,29.4123,0.859648
-28.1134,0.976699,1.24472,1,3,0,28.9811,0.434055
-28.1134,0.352558,1.67524,1,1,0,28.6906,0.434055
-28.3893,0.967977,0.811415,2,3,0,28.4541,0.31926
-28.0982,0.952409,1.07602,2,3,0,28.6904,0.447626
-28.0983,0.999983,1.38868,2,3,0,28.0985,0.546053
-28.0983,3.74263e-06,1.93236,1,1,0,31.1186,0.546053
-28.7661,0.854064,0.534753,1,3,0,31.2598,0.233784
-29.0907,0.970995,0.589036,1,1,0,29.0908,0.178015
-28.7367,1,0.782048,1,1,0,29.0598,0.239421
-28.694,1,1.08556,1,1,0,28.9065,0.247865
-28.1928,1,1.5037,1,1,0,28.4985,0.387838
-28.1928,0.0757455,2.07861,1,1,0,29.0644,0.387838
-28.3995,0.966088,0.664163,3,7,0,28.8477,0.316414
-28.1467,0.999863,0.870685,2,7,0,28.3609,0.582011
-28.271,0.97807,1.20166,2,3,0,28.3112,0.356487
-28.2748,0.997464,1.59954,1,1,0,28.4071,0.35514
-28.2748,0.300261,2.19083,1,1,0,28.8872,0.35514
-28.2748,0.611237,1.01043,1,3,0,30.0517,0.35514
-28.3775,0.98465,0.759036,1,1,0,28.3841,0.322625
-28.3349,1,1.01853,1,1,0,28.4276,0.335301
-28.3349,0.395596,1.39704,1,1,0,29.3685,0.335301
-28.2416,0.917668,0.754065,3,7,0,29.3881,0.367367
-28.4076,0.898696,0.91055,1,3,0,29.0338,0.679394
-28.1613,1,1.06683,1,1,0,28.3375,0.590199
-28.1801,0.975891,1.4576,2,3,0,28.2296,0.599783
-28.1481,1,1.91626,1,1,0,28.1496,0.410742
-28.1481,0.000601942,2.60898,1,1,0,29.2155,0.410742
-28.8996,0.936094,0.781377,3,7,0,28.9045,0.209538
-28.2045,0.999394,0.966777,1,3,0,28.7408,0.382606
-29.0926,0.669766,1.3141,1,1,0,29.1309,0.177709
-28.1476,1,1.08732,2,3,0,29.073,0.582554
-28.6776,0.822946,1.47621,1,3,0,28.6893,0.25117
-28.5695,1,1.53622,1,1,0,28.9286,0.274256
-28.4534,0.46301,2.08008,1,3,0,28.4545,0.691506
-32.5851,0.176544,1.26731,1,1,0,32.6301,1.16827
-30.0172,0.945436,0.506676,2,3,0,34.2324,0.937495
-30.8399,0.917389,0.633282,1,1,0,30.855,1.02257
-28.7272,0.993968,0.758579,3,7,0,30.9377,0.752296
-28.2177,1,1.01578,2,3,0,28.5898,0.61661
-28.2143,1,1.37008,2,3,0,28.2223,0.378383
-28.2143,0.0628836,1.84498,1,1,0,28.8559,0.378383
-28.3553,0.900315,0.633637,1,3,0,29.856,0.664472
-28.0826,0.971825,0.738572,1,3,0,28.7073,0.467419
-28.0957,0.95168,0.95407,2,3,0,28.4052,0.543362
-28.0751,1,1.19547,1,3,0,28.088,0.507062
-28.0751,0.16377,1.60408,1,1,0,29.0895,0.507062
-28.0763,0.999146,0.645952,1,3,0,28.0874,0.481753
-28.9544,0.90029,0.865713,2,3,0,29.0277,0.200146
-28.2958,0.920548,1.00575,1,3,0,29.5688,0.645663
-28.3118,0.993951,1.20177,1,1,0,28.3936,0.650965
-28.1994,1,1.59262,1,1,0,28.3365,0.608731
-28.0786,1,2.12575,1,1,0,28.0931,0.475405
-28.0786,0.0401064,2.83321,1,1,0,28.2035,0.475405
-28.0903,0.996367,0.972046,2,3,0,28.1069,0.456471
-29.0471,0.761727,1.28957,1,3,0,29.0471,0.184916
-28.1663,1,1.22854,1,1,0,28.7055,0.400733
-28.1663,0.569527,1.63492,1,1,0,28.5748,0.400733
-28.0742,0.999431,1.19002,1,3,0,28.1381,0.501356
-31.6357,0.0978495,1.58028,1,1,0,31.7566,-0.0998622
-28.8013,0.999248,0.597599,2,5,0,31.4659,0.766395
-28.3258,0.992539,0.793587,2,7,0,28.8694,0.338141
-29.3761,0.71489,1.04267,1,3,0,30.2464,0.857545
-29.7192,0.975017,0.932232,2,3,0,29.9333,0.90229
-28.6895,1,1.19356,2,3,0,29.6174,0.248761
-29.2744,0.682869,1.5797,1,1,0,29.7535,0.150407
-29.0049,0.805457,1.35137,2,3,0,30.1544,0.801818
-28.8081,1,1.36822,2,3,0,29.2658,0.767658
-28.0741,1,1.80668,1,1,0,28.2865,0.494355
-28.6813,0.406259,2.38255,1,1,0,29.0732,0.743153
-28.0741,1,1.40009,1,1,0,28.3705,0.498733
-28.3166,0.805898,1.84505,1,1,0,28.3594,0.652508
-28.3166,0.0149332,1.86748,1,1,0,29.2036,0.652508
-28.4704,0.983177,0.649767,1,1,0,28.4704,0.69583
-29.0023,0.969075,0.836944,2,3,0,29.0028,0.801386
-28.8227,1,1.05658,1,1,0,29.1343,0.770337
-28.2232,1,1.38885,1,1,0,28.5972,0.618897
-28.2232,0.0715333,1.82337,1,1,0,28.8703,0.618897
-28.0866,0.978464,0.692333,1,3,0,28.528,0.461325
-28.095,0.999427,0.883513,2,3,0,28.0959,0.450957
-28.4595,0.733695,1.15808,2,3,0,29.3146,0.3005
-28.55,0.973481,1.06588,1,1,0,28.6477,0.278667
-28.55,0.417044,1.34778,1,1,0,29.7156,0.278667
-28.4362,1,0.816642,1,1,0,28.5635,0.306536
-28.2108,1,1.06885,1,1,0,28.3825,0.379844
-28.2108,0.416524,1.3973,1,1,0,29.129,0.379844
-28.0741,0.950503,0.84872,2,3,0,28.6453,0.498846
-28.074,1,1.03922,1,1,0,28.0741,0.498195
-28.0901,0.530791,1.35628,2,3,0,29.3925,0.45668
-28.0829,0.996988,0.95918,1,3,0,28.1151,0.526637
-28.4679,0.862417,1.2457,2,3,0,28.6254,0.69521
-29.2068,0.770282,1.35704,2,3,0,29.4999,0.833268
-28.4407,0.470276,1.31156,2,3,0,31.4707,0.305335
-28.6469,0.827575,0.860296,1,3,0,30.1259,0.736087
-28.3264,1,0.896192,2,3,0,28.5844,0.655622
-28.2123,1,1.16535,1,1,0,28.322,0.61437
-28.3631,0.913688,1.5137,1,1,0,28.4585,0.666767
-28.0821,1,1.75835,1,1,0,28.1541,0.468343
-28.0821,0.193016,2.27955,1,1,0,28.3738,0.468343
-28.4662,0.927841,1.05372,2,3,0,28.5881,0.694784
-28.8017,0.957584,1.24604,2,3,0,28.9213,0.227104
-28.1718,0.713521,1.5292,2,3,0,28.8474,0.595655
-28.074,1,1.37575,1,3,0,28.1234,0.497314
-29.1915,0.396527,1.7797,1,1,0,29.3373,0.830999
-28.3023,1,1.0727,2,3,0,29.0017,0.345734
-28.2004,1,1.38692,1,1,0,28.3149,0.384387
-28.2004,0.390438,1.79134,1,1,0,28.4294,0.384387
-28.2169,0.995039,1.07467,1,1,0,28.2519,0.377286
-28.2052,0.67596,1.37871,2,3,0,28.9574,0.611287
-28.3076,0.963098,1.18531,1,1,0,28.3448,0.649581
-28.4662,0.889093,1.45946,2,3,0,28.6071,0.298797
-28.2337,1,1.63732,1,3,0,28.3112,0.623117
-28.2337,0.000427849,2.10768,1,1,0,29.172,0.623117
-28.2321,1,0.783432,1,1,0,28.2582,0.622474
-28.0991,0.983165,1.00892,2,3,0,28.3531,0.546869
-28.0991,0.821568,1.2713,1,1,0,28.3694,0.546869
-28.5242,0.826203,1.31101,1,1,0,28.5287,0.7089
-28.5027,1,1.35952,1,1,0,28.7205,0.703794
-28.5039,0.999697,1.74559,1,3,0,28.5261,0.289507
-28.5039,0.0240939,2.23834,1,1,0,28.6109,0.289507
-28.2758,1,0.867609,1,1,0,28.4624,0.354774
-28.0859,1,1.11333,1,3,0,28.2161,0.462311
-28.0805,0.986344,1.42731,2,3,0,28.1043,0.52225
-28.0805,0.00087335,1.79798,1,1,0,30.6453,0.52225
-28.9558,0.919257,0.682549,3,7,0,29.3793,0.793662
-28.5845,1,0.792941,1,1,0,28.9055,0.722667
-28.9295,0.76926,1.01531,2,3,0,30.6367,0.204379
-28.6785,1,0.982535,1,1,0,28.9671,0.250997
-28.6785,0.749491,1.25643,1,1,0,29.2914,0.250997
-28.1281,1,1.18691,1,1,0,28.4763,0.423296
-28.227,0.966644,1.51588,2,3,0,28.2271,0.373117
-28.2236,1,1.85836,1,1,0,28.3603,0.374518
-28.2236,1.6525e-05,2.3694,1,1,0,28.9179,0.374518
-28.3089,0.993873,0.912275,2,3,0,28.3235,0.343572
-28.6369,0.891929,1.15512,1,1,0,28.6845,0.259601
-28.129,1,1.29411,2,3,0,28.426,0.422639
-28.9004,0.578341,1.64817,1,1,0,28.908,0.784183
-28.5226,1,1.27084,1,1,0,28.9061,0.708537
-28.3873,0.750092,1.61718,2,3,0,28.6674,0.673738
-28.2096,0.992104,1.52955,2,3,0,28.3167,0.380356
-28.1194,1,1.92604,1,1,0,28.2027,0.429452
-28.1194,0.000882038,2.44604,1,1,0,28.5698,0.429452
-28.1426,0.953137,0.95689,2,3,0,28.4595,0.579597
-28.0752,0.980746,1.15052,2,3,0,28.2327,0.507589
-28.0781,0.981409,1.42797,2,3,0,28.1015,0.476532
-28.0781,0.00405354,1.77238,1,1,0,30.1881,0.476532
-28.1335,0.984907,0.700794,1,3,0,28.2509,0.573918
-29.632,0.757581,0.873783,1,3,0,29.9529,0.891399
-30.2115,0.89973,0.835224,1,1,0,30.3513,0.959006
-28.2826,0.991589,0.942123,1,3,0,29.8794,0.641184
-28.1568,0.73811,1.1819,2,3,0,29.3171,0.587779
-28.1533,1,1.10418,1,1,0,28.1804,0.58583
-28.1288,0.680484,1.3973,2,3,0,28.7943,0.422783
-28.6208,0.779468,1.22122,2,3,0,29.0936,0.263004
-28.5516,1,1.19701,1,1,0,28.7654,0.278308
-28.7922,0.955325,1.51277,2,3,0,28.8148,0.764712
-28.7922,0.540078,1.81465,1,1,0,29.7425,0.764712
-28.5224,0.514748,1.35041,2,3,0,30.4749,0.285101
-28.5224,0.917116,0.977113,1,1,0,28.8324,0.285101
-28.1418,1,1.12173,1,1,0,28.398,0.414477
-28.1054,0.784618,1.41502,2,3,0,28.4941,0.55281
-28.5094,0.814266,1.39507,1,1,0,28.5269,0.705393
-28.5868,0.986623,1.42269,2,3,0,28.6802,0.270393
-28.5868,0.0967055,1.76489,1,1,0,29.1798,0.270393
-28.0876,0.955644,0.796604,1,3,0,29.0382,0.53367
-28.0876,0.583647,0.954324,1,3,0,30.3505,0.53367
-28.0927,0.99188,0.750014,2,3,0,28.1713,0.539947
-28.1671,0.972325,0.935598,1,3,0,28.2668,0.400323
-28.2955,0.985762,1.14083,2,3,0,28.3041,0.645563
-28.0838,0.998664,1.41139,2,3,0,28.1919,0.527992
-28.9678,0.484722,1.77045,1,1,0,29.0456,0.197897
-28.3616,0.963274,1.24627,2,3,0,29.2307,0.66634
-28.3914,0.994197,1.50172,2,3,0,28.4255,0.674908
-28.3378,1,1.87215,1,3,0,28.3429,0.334414
-28.3378,0.0126173,2.34751,1,1,0,29.6816,0.334414
-28.335,0.820992,0.977532,2,3,0,29.8353,0.658306
-30.3003,0.674339,1.00444,1,3,0,30.3361,0.968505
-28.7727,0.91041,0.876668,2,3,0,31.373,0.76105
-28.3348,1,0.994914,1,1,0,28.6705,0.658225
-28.0859,0.980084,1.24654,2,3,0,28.3563,0.531253
-28.0859,0.0197674,1.52669,1,1,0,30.6853,0.531253
-28.0815,1,0.646374,1,1,0,28.0854,0.524148
-28.8559,0.831368,0.809535,1,3,0,29.5072,0.217228
-28.9324,0.924876,0.841347,2,3,0,29.9166,0.203871
-28.649,1,0.969058,1,1,0,28.9465,0.257063
-29.8756,0.76863,1.21167,2,3,0,30.4548,0.921136
-28.138,1,1.17459,1,3,0,29.2593,0.576751
-29.0768,0.589671,1.46723,1,1,0,29.1404,0.813383
-28.0747,0.996382,1.16922,1,3,0,28.7871,0.488406
-29.0107,0.59632,1.4538,1,1,0,29.0132,0.802764
-29.0107,0.227906,1.16775,1,1,0,31.7534,0.802764
-28.1965,0.976797,0.628402,3,7,0,29.7737,0.386123
-28.163,1,0.764837,1,1,0,28.1964,0.402483
-28.3871,0.948085,0.954085,1,1,0,28.3871,0.319891
-28.0744,0.966447,1.12429,2,3,0,28.5622,0.502809
-29.2513,0.712326,1.35079,1,3,0,29.2539,0.153752
-29.7302,0.826887,1.23244,1,1,0,30.1535,0.0899245
-31.8112,0.414364,1.27279,1,1,0,32.3907,-0.114385
-30.0225,1,0.842571,1,1,0,31.523,0.0554827
-29.4657,1,1.04885,1,1,0,30.1615,0.123829
-28.0744,0.97751,1.30479,2,3,0,28.9477,0.490544
-28.0744,0.0621823,1.58348,1,1,0,29.6822,0.490544
-28.0761,0.999344,0.720178,1,3,0,28.0814,0.511333
-28.0949,0.986064,0.894919,2,3,0,28.1773,0.451083
-28.0967,0.979684,1.0957,2,3,0,28.1889,0.449162
-28.1586,0.772427,1.33166,2,3,0,28.6322,0.588732
-28.1586,0.93429,1.297,1,1,0,28.2758,0.588732
-28.0817,1,1.50077,1,1,0,28.1215,0.524416
-28.0817,0.00122328,1.86136,1,1,0,30.0236,0.524416
-28.2983,0.976833,0.799543,3,7,0,28.3151,0.646514
-29.4107,0.68374,0.967868,1,3,0,30.5661,0.131267
-29.548,0.973891,0.858766,1,1,0,29.7661,0.112957
-29.4733,1,1.03567,1,1,0,29.9033,0.122806
-29.3556,1,1.28322,1,1,0,29.9662,0.138885
-28.0779,1,1.58899,1,1,0,28.5807,0.477095
-28.1329,0.945894,1.96644,1,1,0,28.1567,0.420045
-28.1329,0.0231861,2.29771,1,1,0,28.9294,0.420045
-28.2398,0.849491,1.01914,2,3,0,29.1161,0.625527
-28.4575,0.978719,1.07691,2,3,0,28.458,0.301007
-28.4575,0.148818,1.30253,1,1,0,30.9281,0.301007
-28.084,0.980166,0.661494,2,5,0,28.7265,0.465164
-28.3142,0.944166,0.801398,1,3,0,28.584,0.651729
-28.074,1,0.934649,2,3,0,28.2986,0.498402
-28.4579,0.900436,1.15479,1,3,0,28.4845,0.30092
-28.2418,1,1.28577,2,3,0,28.4258,0.367274
-28.4863,0.851401,1.58701,1,1,0,28.6289,0.293803
-28.4863,0.0681084,1.67824,1,1,0,29.4823,0.293803
-28.5628,0.997063,0.78871,3,7,0,28.5643,0.275764
-28.5628,0.827404,0.970344,1,3,0,30.06,0.275764
-28.5162,1,1.00143,1,1,0,28.6559,0.286555
-28.3483,1,1.23471,2,3,0,28.4777,0.66236
-28.729,0.842682,1.52148,1,3,0,28.7808,0.24092
-29.1782,0.742115,1.59392,1,1,0,29.6796,0.164573
-28.9994,1,1.50578,2,3,0,29.1652,0.19267
-28.9994,0.0172784,1.85347,1,1,0,29.6843,0.19267
-28.8741,1,0.833347,1,1,0,29.0859,0.214009
-28.1055,0.972645,1.026,1,3,0,28.9682,0.552923
-28.3102,0.884964,1.2277,2,3,0,28.557,0.34314
-28.3102,0.705684,1.34271,1,1,0,28.7991,0.34314
-28.1907,0.925252,1.22303,2,3,0,28.6625,0.38881
-28.1907,0.678197,1.39326,1,1,0,28.63,0.38881
-29.3737,0.775768,1.23434,2,3,0,29.3812,0.136363
-28.6211,1,1.20776,1,1,0,29.2309,0.262954
-28.3423,1,1.48342,2,3,0,28.4807,0.333021
-28.8415,0.648848,1.82104,1,1,0,29.2299,0.219828
-28.1363,1,1.56657,1,1,0,28.4856,0.41786
-28.1527,0.984335,1.92196,1,1,0,28.1527,0.58547
-28.1527,0.000515257,2.3198,1,1,0,28.7471,0.58547
-28.4538,0.902957,1.03893,1,3,0,28.7211,0.301948
-29.8118,0.622486,1.15576,1,1,0,29.8459,0.0800289
-30.0952,0.932724,0.96973,1,1,0,30.4557,0.0473287
-28.3509,1,1.11128,2,3,0,29.5326,0.330446
-28.8872,0.854613,1.36184,2,3,0,29.0154,0.211697
-28.6202,1,1.44213,2,3,0,28.8673,0.263137
-28.4075,1,1.76581,1,1,0,28.7805,0.314229
-28.6139,0.435926,2.16103,1,3,0,28.6614,0.729094
-28.0743,1,1.50617,1,1,0,28.3001,0.491624
-28.0824,0.992808,1.8427,1,1,0,28.0846,0.467812
-28.0824,6.57216e-08,2.23724,1,1,0,30.3033,0.467812
-28.1738,0.972371,1.01251,1,3,0,28.2268,0.596676
-28.0893,1,1.20492,2,3,0,28.1433,0.535903
-28.1606,0.960377,1.47307,1,1,0,28.1724,0.589826
-28.2499,0.96044,1.73077,1,3,0,28.2509,0.364205
-28.2499,0.349251,2.03288,1,1,0,28.3293,0.364205
-28.6366,0.84181,1.30531,1,1,0,28.7005,0.259655
