# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1602665352
# chain_id=1
# iter=2012
# warmup=1006
# save_warmup=1
# thin=1
# refresh=201
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=norm.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu
-30.3908,0.910694,0.794535,1,1,0,30.499,0.0155792
-28.076,1,0.794535,2,3,0,30.0436,0.482627
-28.3475,0.943011,0.794535,1,3,0,28.6125,0.66211
-28.3385,1,0.794535,1,1,0,28.3841,0.659383
-28.0808,0.978151,0.794535,1,3,0,28.6068,0.470685
-28.0957,0.998789,0.794535,3,7,0,28.0974,0.543356
-28.2415,0.982867,0.794535,3,7,0,28.2935,0.367407
-28.1621,1,0.794535,1,1,0,28.2295,0.402976
-28.0916,0.976326,0.794535,2,3,0,28.4033,0.45481
-28.2423,0.954234,0.794535,1,3,0,28.5208,0.62647
-28.1775,1,0.794535,1,1,0,28.2346,0.598493
-28.1423,1,0.794535,1,1,0,28.1746,0.579424
-28.0887,0.986284,0.794535,1,3,0,28.2806,0.458455
-28.0895,0.99996,0.794535,2,3,0,28.0915,0.45747
-28.1749,0.969697,0.794535,1,3,0,28.365,0.597201
-28.0765,0.991646,0.794535,1,3,0,28.2763,0.481
-28.2703,0.957335,0.794535,1,3,0,28.4741,0.636865
-28.0805,0.982334,0.794535,1,3,0,28.4816,0.471243
-28.0804,1,0.794535,1,1,0,28.0814,0.471576
-28.1048,0.91563,0.794535,3,7,0,28.9178,0.552228
-28.424,0.967913,0.794535,2,3,0,28.4592,0.683808
-28.0761,0.963391,0.794535,2,3,0,28.8499,0.511117
-28.5369,0.906954,0.794535,2,3,0,28.9721,0.281704
-28.4083,0.930144,0.794535,3,7,0,29.4032,0.679578
-28.3998,1,0.794535,3,7,0,28.4317,0.677229
-28.5062,0.941061,0.794535,3,7,0,29.1378,0.288961
-28.2159,0.999566,0.794535,3,7,0,28.4899,0.615866
-28.1725,1,0.794535,1,1,0,28.2139,0.59602
-28.0968,0.999224,0.794535,2,3,0,28.1842,0.544529
-28.1115,0.983813,0.794535,3,7,0,28.2684,0.435597
-29.2259,0.902842,0.794535,3,7,0,29.277,0.157473
-29.1461,1,0.794535,1,1,0,29.3539,0.169439
-29.6809,0.920395,0.794535,1,1,0,29.7227,0.0960237
-29.8272,0.977571,0.794535,1,1,0,30.0295,0.0781833
-28.0752,0.865915,0.794535,2,3,0,31.6746,0.486039
-28.4846,0.915198,0.794535,2,3,0,28.8861,0.699374
-28.4632,1,0.794535,3,7,0,28.4989,0.299559
-28.3367,1,0.794535,2,3,0,28.4545,0.334739
-28.0861,0.958367,0.794535,2,3,0,28.7877,0.461967
-28.0914,0.9928,0.794535,1,3,0,28.1567,0.538519
-29.0235,0.892497,0.794535,3,7,0,29.3231,0.188729
-28.078,1,0.794535,2,3,0,28.8871,0.476933
-28.1518,0.975772,0.794535,2,3,0,28.3,0.40859
-28.1496,0.954635,0.794535,2,3,0,28.6179,0.409895
-28.1291,1,0.794535,1,1,0,28.1497,0.422581
-29.1342,0.897217,0.794535,3,7,0,29.3524,0.822306
-29.9688,0.878576,0.794535,1,1,0,29.9791,0.931969
-29.1389,1,0.794535,1,1,0,29.851,0.823037
-28.8898,1,0.794535,1,1,0,29.1593,0.78234
-28.6516,1,0.794535,1,1,0,28.8831,0.737064
-28.2151,0.925607,0.794535,3,7,0,29.5554,0.615521
-28.0897,0.980006,0.794535,1,3,0,28.4335,0.457245
-28.0822,0.989787,0.794535,3,7,0,28.1944,0.525332
-28.1338,0.994,0.794535,3,7,0,28.1515,0.419511
-28.1956,0.990457,0.794535,1,1,0,28.1956,0.386557
-28.139,1,0.794535,1,1,0,28.1872,0.416176
-28.1765,0.994207,0.794535,1,1,0,28.1784,0.395584
-28.074,0.995262,0.794535,1,3,0,28.239,0.496684
-28.3447,0.946952,0.794535,1,3,0,28.5526,0.661264
-28.3914,0.992777,0.794535,1,1,0,28.4193,0.674899
-28.3386,0.881792,0.794535,1,3,0,29.6974,0.334177
-28.2598,1,0.794535,1,1,0,28.3357,0.360517
-28.6393,0.953715,0.794535,2,3,0,28.8244,0.259082
-28.3124,0.987682,0.794535,2,3,0,28.8217,0.34242
-28.2103,1,0.794535,1,1,0,28.2983,0.380081
-28.3004,0.904246,0.794535,3,7,0,29.2869,0.647211
-28.188,0.934393,0.794535,1,3,0,28.9975,0.39006
-28.217,0.987808,0.794535,3,7,0,28.3528,0.616326
-28.3657,0.977245,0.794535,2,3,0,28.5041,0.667532
-28.4419,0.819074,0.794535,2,3,0,30.4133,0.688546
-28.086,0.967674,0.794535,1,3,0,28.8355,0.462237
-28.4185,0.902126,0.794535,2,3,0,29.0233,0.311237
-28.4483,0.998461,0.794535,2,3,0,28.4921,0.303371
-28.2916,1,0.794535,2,7,0,28.424,0.644245
-28.3734,0.987388,0.794535,1,1,0,28.3862,0.669769
-28.3798,0.999857,0.794535,3,7,0,28.3808,0.321958
-28.2833,0.896569,0.794535,1,3,0,29.4993,0.641425
-28.3395,0.894322,0.794535,1,3,0,29.4047,0.333888
-28.2775,1,0.794535,1,1,0,28.3446,0.354176
-28.4602,0.972062,0.794535,1,1,0,28.461,0.300326
-28.3353,1,0.794535,1,1,0,28.4518,0.335172
-28.1344,0.949284,0.794535,1,3,0,28.8813,0.57448
-28.1756,0.960617,0.794535,1,3,0,28.5249,0.396046
-28.0954,0.980682,0.794535,1,3,0,28.379,0.542992
-28.0905,0.991631,0.794535,1,3,0,28.1794,0.456144
-28.0808,0.995414,0.794535,1,3,0,28.1362,0.522835
-28.2044,0.966367,0.794535,1,3,0,28.3815,0.382632
-28.074,0.994054,0.794535,1,3,0,28.2826,0.496185
-28.583,0.888312,0.794535,2,3,0,29.1543,0.722329
-28.6484,0.989897,0.794535,1,1,0,28.707,0.736397
-28.8415,0.970503,0.794535,1,1,0,28.8795,0.773748
-28.4948,1,0.794535,1,1,0,28.7909,0.701863
-28.1967,0.998773,0.794535,3,7,0,28.5053,0.607511
-28.2704,0.947614,0.794535,3,7,0,28.8002,0.636881
-28.1662,0.99504,0.794535,2,3,0,28.3437,0.592792
-29.0443,0.928171,0.794535,3,7,0,29.0668,0.808212
-28.8278,1,0.794535,1,1,0,29.0682,0.771271
-28.8061,1,0.794535,1,1,0,28.9307,0.767288
-28.5521,1,0.794535,1,1,0,28.7832,0.715388
-28.8517,0.954603,0.794535,1,1,0,28.8628,0.77558
-28.8062,1,0.794535,3,7,0,28.8884,0.226258
-28.6321,0.969557,0.794535,2,3,0,29.3057,0.260609
-28.6321,0.914333,0.794535,1,1,0,29.1202,0.260609
-28.0827,0.955766,0.794535,1,3,0,29.144,0.526305
-28.7022,0.864564,0.794535,1,3,0,29.3626,0.246207
-28.7709,0.959254,0.794535,2,3,0,29.3585,0.232873
-28.7817,0.998322,0.794535,1,1,0,28.8861,0.23083
-28.127,0.913602,0.794535,1,3,0,29.7391,0.569587
-28.2284,0.946914,0.794535,1,3,0,28.6334,0.372581
-28.3962,0.759206,0.794535,3,7,0,31.0751,0.676234
-28.5817,0.971641,0.794535,1,1,0,28.591,0.722043
-29.6711,0.877176,0.794535,2,3,0,30.1779,0.896318
-29.6357,0.995586,0.794535,3,7,0,29.8958,0.891866
-30.1702,0.973477,0.794535,2,3,0,30.2717,0.954519
-32.0167,0.750964,0.794535,1,1,0,32.0266,1.12454
-33.2387,0.827342,0.794535,1,1,0,33.5204,1.21527
-29.7212,0.994625,0.794535,3,7,0,33.0684,0.0910333
-28.3493,1,0.794535,3,7,0,29.6054,0.662677
-28.0757,0.984117,0.794535,1,3,0,28.568,0.48397
-28.2445,0.961913,0.794535,1,3,0,28.415,0.627307
-28.3896,0.8868,0.794535,1,3,0,29.4222,0.319172
-28.0821,0.974094,0.794535,1,3,0,28.7094,0.525221
-28.3279,0.938778,0.794535,1,3,0,28.6364,0.337488
-28.5084,0.990799,0.794535,2,3,0,28.5123,0.288428
-28.8221,0.952506,0.794535,1,1,0,28.8284,0.223347
-28.1736,0.999969,0.794535,3,7,0,28.7861,0.596555
-28.0931,0.973742,0.794535,2,3,0,28.442,0.540513
-28.0741,0.998904,0.794535,2,3,0,28.1081,0.49378
-28.1421,0.987032,0.794535,1,3,0,28.1889,0.414303
-28.1988,0.991237,0.794535,1,1,0,28.1993,0.385094
-28.1662,0.983109,0.794535,3,7,0,28.4025,0.592776
-28.1473,1,0.794535,1,1,0,28.1693,0.582382
-28.1049,0.980041,0.794535,1,3,0,28.3525,0.441245
-28.272,0.9414,0.794535,1,3,0,28.6474,0.63745
-28.1086,0.998133,0.794535,3,7,0,28.2915,0.438031
-28.0743,0.996057,0.794535,2,3,0,28.1525,0.491339
-28.1918,0.97499,0.794535,1,3,0,28.2957,0.605271
-28.1092,0.999611,0.794535,3,7,0,28.1954,0.556087
-28.4179,0.887848,0.794535,2,3,0,29.2049,0.682174
-28.4039,1,0.794535,1,1,0,28.4622,0.678365
-28.3379,1,0.794535,1,1,0,28.4159,0.659201
-28.3576,0.996958,0.794535,1,1,0,28.3921,0.665136
-28.2961,1,0.794535,1,1,0,28.3655,0.645782
-28.1916,1,0.794535,1,1,0,28.2804,0.605195
-28.075,0.987248,0.794535,3,7,0,28.3407,0.50674
-29.1491,0.788331,0.794535,2,3,0,30.2692,0.168979
-28.9921,0.951396,0.794535,2,3,0,29.9858,0.193869
-28.1379,0.900734,0.794535,1,3,0,30.2054,0.576726
-28.0833,0.989189,0.794535,1,3,0,28.2476,0.466334
-28.2374,0.949212,0.794535,2,3,0,28.5568,0.369006
-28.1842,1,0.794535,1,1,0,28.2337,0.391846
-28.3282,0.896111,0.794535,3,7,0,29.3335,0.337402
-28.2973,1,0.794535,1,1,0,28.3485,0.347385
-28.74,0.752613,0.794535,2,3,0,31.087,0.238789
-28.9968,0.960957,0.794535,1,1,0,29.0347,0.193098
-28.6671,1,0.794535,1,1,0,28.9643,0.253315
-28.5419,1,0.794535,3,7,0,28.6555,0.280526
-28.3283,1,0.794535,1,1,0,28.5105,0.337374
-28.262,0.989427,0.794535,2,3,0,28.4956,0.359724
-28.1194,0.997932,0.794535,3,7,0,28.2862,0.429438
-28.1088,0.998017,0.794535,2,3,0,28.1505,0.437846
-28.2846,0.981651,0.794535,2,3,0,28.3215,0.35171
-28.4173,0.99321,0.794535,2,3,0,28.4221,0.311557
-28.1485,0.997719,0.794535,2,3,0,28.4525,0.4105
-28.074,0.994077,0.794535,2,3,0,28.2208,0.496918
-28.0778,0.999221,0.794535,1,3,0,28.0808,0.47723
-29.1662,0.907547,0.794535,2,7,0,29.1663,0.827191
-30.5184,0.830391,0.794535,2,3,0,31.5821,0.991074
-28.4108,0.966025,0.794535,3,7,0,30.9086,0.313315
-28.3291,0.990141,0.794535,2,7,0,28.5908,0.656466
-28.2828,0.988261,0.794535,2,3,0,28.5182,0.64125
-28.1413,0.933013,0.794535,2,3,0,28.9841,0.578789
-28.1347,1,0.794535,1,1,0,28.1476,0.57469
-28.0937,0.903279,0.794535,3,7,0,29.1283,0.452487
-28.4477,0.910035,0.794535,1,3,0,28.9564,0.690046
-28.37,0.97474,0.794535,3,7,0,28.811,0.324797
-28.2447,1,0.794535,1,1,0,28.3529,0.366164
-28.2538,0.99953,0.794535,2,3,0,28.2773,0.36273
-28.4096,0.976125,0.794535,1,1,0,28.4106,0.31364
-28.4137,0.998701,0.794535,3,7,0,28.4644,0.312521
-28.4197,0.999069,0.794535,1,1,0,28.4704,0.310901
-28.2918,1,0.794535,1,1,0,28.4059,0.349253
-28.3207,0.994786,0.794535,3,7,0,28.3903,0.653824
-28.3373,0.858899,0.794535,2,3,0,29.8844,0.65902
-28.1014,0.96199,0.794535,1,3,0,28.7357,0.444466
-29.6894,0.852924,0.794535,2,3,0,29.7331,0.0949656
-29.1403,1,0.794535,1,1,0,29.6434,0.170331
-29.1583,0.999602,0.794535,3,7,0,29.2428,0.167591
-29.0304,1,0.794535,1,1,0,29.2471,0.187618
-28.6544,1,0.794535,1,1,0,28.9843,0.255939
-28.4427,0.979734,0.794535,2,3,0,28.9729,0.304817
-28.0867,0.946604,0.794535,2,3,0,29.034,0.46117
-28.0867,0.971556,0.794535,1,3,0,28.3377,0.46117
-28.0935,0.998947,0.794535,1,1,0,28.0939,0.452657
-28.1667,0.992553,0.794535,3,7,0,28.1868,0.400552
-28.2688,0.916916,0.794535,3,7,0,29.0737,0.357258
-28.1601,0.995436,0.794535,2,3,0,28.3359,0.404021
-28.1601,0.864934,0.794535,1,3,0,29.4552,0.404021
-28.1084,0.976792,0.794535,1,3,0,28.3945,0.555401
-28.0825,0.992844,0.794535,1,3,0,28.1825,0.467631
-28.0786,0.995125,0.794535,3,7,0,28.133,0.518295
-28.095,0.993347,0.794535,1,3,0,28.1404,0.451022
-28.095,0.812715,0.794535,1,3,0,29.798,0.451022
-28.1373,0.978359,0.794535,1,3,0,28.3005,0.576305
-28.4821,0.886709,0.794535,1,3,0,29.2543,0.294829
-28.1875,0.915541,0.794535,1,3,0,29.4108,0.603283
-28.7146,0.825587,0.794535,1,3,0,29.9883,0.243751
-28.1062,0.906641,0.794535,3,7,0,29.8377,0.44004
-28.1535,0.993873,0.794535,3,7,0,28.1851,0.40766
-28.1718,0.958768,0.794535,1,3,0,28.5708,0.595633
-28.0781,0.990448,0.794535,1,3,0,28.283,0.476669
-28.0928,0.948979,0.794535,3,7,0,28.573,0.540142
-28.8024,0.936731,0.794535,3,7,0,28.8293,0.7666
-28.512,1,0.794535,1,1,0,28.7659,0.706017
-28.0761,0.955643,0.794535,2,3,0,29.0352,0.511385
-29.5159,0.704822,0.794535,2,3,0,31.3161,0.876411
-29.5159,0.989075,0.794535,1,1,0,29.7759,0.876411
-28.9192,1,0.794535,1,1,0,29.4367,0.787443
-28.9192,0.915522,0.794535,1,1,0,29.4158,0.787443
-28.579,1,0.794535,1,1,0,28.8759,0.721462
-28.453,1,0.794535,1,1,0,28.5849,0.691416
-28.7336,0.778139,0.794535,1,3,0,30.962,0.240036
-29.0829,0.947258,0.794535,1,1,0,29.1058,0.179237
-28.4561,0.847602,0.794535,3,7,0,31.0731,0.301374
-28.0904,0.941577,0.794535,2,3,0,29.1003,0.456315
-28.0831,0.991067,0.794535,3,7,0,28.1838,0.526855
-28.0757,0.998295,0.794535,1,3,0,28.1001,0.483913
-28.0801,0.997926,0.794535,1,3,0,28.0946,0.521529
-28.1206,0.986593,0.794535,1,3,0,28.2038,0.428543
-28.5175,0.881131,0.794535,1,3,0,29.2524,0.707325
-28.4608,0.999445,0.794535,3,7,0,28.5513,0.693419
-28.2735,1,0.794535,1,1,0,28.4323,0.638007
-28.4679,0.990104,0.794535,2,3,0,28.4682,0.695193
-28.3327,0.872583,0.794535,1,3,0,29.8755,0.336004
-28.5367,0.837254,0.794535,1,3,0,30.0777,0.711834
-28.5928,0.76907,0.794535,3,7,0,31.5581,0.724509
-28.2849,0.873454,0.794535,1,3,0,30.0185,0.351598
-28.0747,1,0.794535,2,7,0,28.2523,0.504867
-28.1315,0.994765,0.794535,3,7,0,28.1327,0.572581
-28.5864,0.95778,0.794535,3,7,0,28.6502,0.723096
-28.7553,0.991383,0.794535,2,3,0,28.7899,0.757735
-29.178,0.936542,0.794535,1,1,0,29.1943,0.828965
-28.8317,1,0.794535,1,1,0,29.1585,0.771978
-28.1039,0.931645,0.794535,1,3,0,29.6828,0.442122
-28.1441,0.974687,0.794535,1,3,0,28.3477,0.580457
-28.1441,0.803008,0.794535,1,3,0,30.0642,0.580457
-28.1584,0.997777,0.794535,1,1,0,28.1651,0.588626
-28.0776,0.990912,0.794535,1,3,0,28.255,0.477883
-28.0841,0.984092,0.794535,3,7,0,28.2302,0.528548
-29.592,0.776495,0.794535,2,3,0,30.4972,0.886305
-28.1001,0.833797,0.794535,2,3,0,31.7227,0.547803
-28.1287,0.979656,0.794535,1,3,0,28.2965,0.422871
-28.2447,0.989406,0.794535,3,7,0,28.2708,0.36619
-28.3484,0.984031,0.794535,1,1,0,28.3528,0.331171
-28.4952,0.9775,0.794535,1,1,0,28.5045,0.29162
-28.1505,0.928641,0.794535,1,3,0,29.287,0.58421
-28.7113,0.836194,0.794535,1,3,0,29.8141,0.244416
-28.5499,1,0.794535,1,1,0,28.7175,0.278694
-29.0464,0.925879,0.794535,1,1,0,29.0466,0.185031
-28.6419,1,0.794535,1,1,0,28.9924,0.258543
-28.6794,0.994194,0.794535,1,1,0,28.7553,0.250794
-28.8927,0.967471,0.794535,1,1,0,28.9309,0.21074
-29.6574,0.888157,0.794535,1,1,0,29.6595,0.0989762
-29.1632,1,0.794535,1,1,0,29.6305,0.166839
-28.4407,0.981378,0.794535,3,7,0,29.4156,0.305351
-29.9251,0.890853,0.794535,3,7,0,29.9994,0.926924
-29.9822,0.991188,0.794535,1,1,0,30.2501,0.933504
-30.1455,0.991663,0.794535,2,3,0,30.3889,0.951809
-30.1455,0.858952,0.794535,1,1,0,31.0622,0.951809
-29.3519,1,0.794535,1,1,0,30.053,0.854181
-28.0767,0.930578,0.794535,1,3,0,30.2682,0.480473
-28.105,0.991361,0.794535,1,3,0,28.1533,0.552446
-28.1163,0.992639,0.794535,3,7,0,28.1905,0.431774
-28.1104,0.999108,0.794535,3,7,0,28.1327,0.557125
-28.3543,0.975278,0.794535,2,3,0,28.394,0.664166
-28.3651,0.880078,0.794535,1,3,0,29.6753,0.326217
-28.3562,1,0.794535,2,3,0,28.4045,0.328834
-28.2738,1,0.794535,1,1,0,28.3539,0.355464
-28.0752,0.978785,0.794535,2,3,0,28.5169,0.485987
-28.7926,0.87275,0.794535,1,3,0,29.2811,0.228799
-28.7761,0.96228,0.794535,2,3,0,29.4442,0.231882
-28.8221,0.998781,0.794535,3,7,0,28.8699,0.77024
-28.0861,1,0.794535,2,3,0,28.7274,0.531487
-28.3343,0.978406,0.794535,3,7,0,28.3354,0.65807
-28.313,1,0.794535,1,1,0,28.3612,0.651352
-28.4577,0.992603,0.794535,2,3,0,28.4638,0.692624
-28.3803,0.863131,0.794535,1,3,0,29.9959,0.321833
-28.4156,0.994532,0.794535,1,1,0,28.452,0.312011
-28.0898,1,0.794535,2,3,0,28.3851,0.45707
-28.0777,0.997861,0.794535,3,7,0,28.1141,0.477511
-28.081,0.999495,0.794535,1,1,0,28.081,0.470389
-28.3989,0.927799,0.794535,1,3,0,28.7652,0.677001
-28.147,1,0.794535,3,7,0,28.3689,0.411366
-29.196,0.702234,0.794535,2,3,0,31.4644,0.161909
-29.2062,0.999474,0.794535,2,3,0,29.3767,0.160394
-28.9786,1,0.794535,1,1,0,29.2469,0.196096
-28.108,0.99023,0.794535,3,7,0,29.064,0.555066
-28.0997,1,0.794535,2,3,0,28.1085,0.547409
-28.0921,1,0.794535,1,1,0,28.0994,0.539334
-28.159,0.992593,0.794535,2,3,0,28.1777,0.588927
-28.8003,0.943115,0.794535,3,7,0,28.8749,0.227362
-28.4928,1,0.794535,2,7,0,28.7526,0.701384
-30.0967,0.879104,0.794535,3,7,0,30.2648,0.946418
-29.132,0.946272,0.794535,2,3,0,30.9669,0.821979
-29.0275,0.992348,0.794535,3,7,0,29.3184,0.188078
-28.7606,1,0.794535,2,3,0,29.0249,0.234817
-28.505,0.987655,0.794535,3,7,0,28.9695,0.289247
-28.2578,0.888235,0.794535,1,3,0,29.719,0.632309
-28.273,0.91638,0.794535,1,3,0,29.147,0.355762
-28.2093,0.994756,0.794535,2,7,0,28.3647,0.613081
-28.6342,0.962628,0.794535,3,7,0,28.7119,0.260172
-29.1914,0.917196,0.794535,1,1,0,29.192,0.162593
-28.8347,0.977933,0.794535,3,7,0,29.5825,0.221049
-28.7817,1,0.794535,1,1,0,28.919,0.230833
-28.4991,1,0.794535,1,1,0,28.7462,0.290655
-28.7567,0.967868,0.794535,3,7,0,29.0014,0.235573
-28.8428,0.986727,0.794535,1,1,0,28.9219,0.219581
-29.1919,0.951975,0.794535,3,7,0,29.6441,0.162527
-28.0983,1,0.794535,2,3,0,29.0585,0.447541
-28.0828,0.96556,0.794535,3,7,0,28.4385,0.526351
-28.3616,0.918578,0.794535,2,3,0,28.8539,0.666329
-28.5451,0.833398,0.794535,1,3,0,30.1884,0.279794
-28.843,0.954854,0.794535,1,1,0,28.8537,0.21956
-28.3103,1,0.794535,3,7,0,28.7644,0.650456
-28.0745,1,0.794535,2,3,0,28.2755,0.504082
-29.0781,0.904163,0.794535,2,3,0,29.0825,0.81359
-28.1911,0.869157,0.794535,1,3,0,30.6617,0.388626
-28.0799,0.999887,0.794535,3,7,0,28.1811,0.472617
-28.1125,0.988332,0.794535,1,3,0,28.1847,0.558794
-28.0846,0.99154,0.794535,1,3,0,28.1998,0.464188
-28.1228,0.984274,0.794535,1,3,0,28.228,0.566626
-28.0989,1,0.794535,2,3,0,28.1191,0.546655
-28.0746,0.997959,0.794535,1,3,0,28.1236,0.489161
-28.0949,0.994429,0.794535,3,7,0,28.13,0.451132
-28.1041,0.987539,0.794535,1,3,0,28.2165,0.551628
-28.4781,0.886543,0.794535,3,7,0,29.3239,0.697745
-28.108,0.950419,0.794535,1,3,0,29.0456,0.438546
-28.5922,0.874647,0.794535,1,3,0,29.3393,0.724377
-28.6395,0.998611,0.794535,3,7,0,28.668,0.734519
-28.0774,1,0.794535,2,3,0,28.5598,0.515063
-28.0805,0.997487,0.794535,1,3,0,28.1012,0.471372
-28.0792,1,0.794535,1,1,0,28.0807,0.474102
-28.637,0.945191,0.794535,2,3,0,28.6469,0.259571
-28.7364,0.994902,0.794535,2,3,0,28.7939,0.239487
-28.7043,0.965901,0.794535,2,3,0,29.3194,0.2458
-28.7043,0.650239,0.794535,1,3,0,33.0511,0.2458
-28.6941,1,0.794535,1,1,0,28.7954,0.247835
-28.0751,0.94399,0.794535,2,3,0,29.3807,0.486142
-28.0783,0.999763,0.794535,3,7,0,28.0784,0.517478
-28.5712,0.893963,0.794535,1,3,0,29.0619,0.273878
-29.0423,0.702942,0.794535,1,3,0,32.129,0.807884
-29.1874,0.977748,0.794535,1,1,0,29.2932,0.830377
-29.784,0.911612,0.794535,1,1,0,29.8218,0.910208
-28.1248,0.855383,0.794535,1,3,0,31.5752,0.425547
-28.0763,0.994832,0.794535,1,3,0,28.1842,0.512064
-28.1316,0.985397,0.794535,1,3,0,28.2052,0.420953
-28.15,0.968463,0.794535,1,3,0,28.448,0.58392
-28.3158,0.919809,0.794535,1,3,0,28.925,0.341338
-28.3291,0.98513,0.794535,2,3,0,28.5547,0.337102
-28.4709,0.99275,0.794535,2,3,0,28.4789,0.297614
-28.1828,0.994737,0.794535,3,7,0,28.5362,0.392509
-28.1607,0.957959,0.794535,1,3,0,28.6186,0.589888
-28.1724,0.999395,0.794535,2,3,0,28.1823,0.595978
-29.0615,0.765543,0.794535,1,3,0,30.6707,0.182627
-28.1581,1,0.794535,2,3,0,29.0181,0.405137
-28.2593,0.93305,0.794535,1,3,0,28.8143,0.632866
-28.1086,0.999262,0.794535,2,3,0,28.2721,0.555545
-28.4348,0.893942,0.794535,3,7,0,29.2445,0.686672
-28.0749,0.965685,0.794535,2,3,0,28.8426,0.506294
-28.2055,0.965866,0.794535,2,3,0,28.3885,0.611423
-28.2649,0.990826,0.794535,1,1,0,28.271,0.63492
-28.1675,0.94416,0.794535,1,3,0,28.8439,0.400136
-28.4404,0.860328,0.794535,2,3,0,29.5926,0.305412
-28.353,1,0.794535,1,1,0,28.4466,0.329815
-28.3812,0.995627,0.794535,1,1,0,28.4155,0.321563
-28.456,0.988462,0.794535,1,1,0,28.4824,0.301385
-28.7249,0.986384,0.794535,2,3,0,28.731,0.241724
-28.5378,0.982372,0.794535,2,7,0,29.045,0.712098
-28.7137,0.973088,0.794535,1,1,0,28.7407,0.749648
-28.5869,1,0.794535,1,1,0,28.7376,0.723201
-28.475,1,0.794535,1,1,0,28.6008,0.696977
-28.0791,0.993094,0.794535,3,7,0,28.5523,0.474196
-28.1042,0.990669,0.794535,1,3,0,28.1631,0.551697
-28.9006,0.819962,0.794535,1,3,0,29.9342,0.209364
-28.3696,0.816831,0.794535,1,3,0,31.0275,0.668658
-28.5364,0.974458,0.794535,1,1,0,28.5453,0.711759
-28.1073,1,0.794535,3,7,0,28.4759,0.554449
-29.8059,0.679403,0.794535,1,3,0,31.7214,0.0807353
-30.9605,0.836028,0.794535,1,1,0,30.994,-0.0403421
-30.0789,0.903212,0.794535,2,3,0,32.7245,0.0491381
-28.122,0.998666,0.794535,3,7,0,29.8455,0.427517
-28.0797,0.992917,0.794535,1,3,0,28.1982,0.520635
-28.0745,0.999212,0.794535,1,3,0,28.0878,0.489785
-28.3287,0.945641,0.794535,2,3,0,28.5841,0.656325
-28.4524,0.993591,0.794535,3,7,0,28.4628,0.691264
-28.1126,0.949644,0.794535,1,3,0,29.021,0.434649
-28.1994,0.958331,0.794535,1,3,0,28.5125,0.608726
-28.2048,0.99237,0.794535,2,3,0,28.3217,0.611117
-28.5204,0.862604,0.794535,1,3,0,29.6109,0.285552
-28.1971,0.905664,0.794535,1,3,0,29.5324,0.607711
-28.7664,0.771263,0.794535,2,3,0,30.6651,0.759852
-28.8987,0.99323,0.794535,2,3,0,28.9669,0.783886
-29.2551,0.946212,0.794535,1,1,0,29.2956,0.840377
-28.9903,1,0.794535,1,1,0,29.2835,0.799411
-28.8007,1,0.794535,1,1,0,29.0204,0.766297
-29.2328,0.978674,0.794535,3,7,0,29.2523,0.837113
-28.9714,1,0.794535,1,1,0,29.2598,0.796279
-29.7982,0.879643,0.794535,1,1,0,29.801,0.911919
-31.087,0.818818,0.794535,1,1,0,31.1086,1.04556
-30.5331,1,0.794535,2,3,0,31.2227,0.992554
-29.8728,1,0.794535,1,1,0,30.5392,0.920809
-29.2677,1,0.794535,1,1,0,29.8241,0.842194
-28.7622,1,0.794535,1,1,0,29.1986,0.759054
-28.2511,0.993177,0.794535,2,3,0,28.8629,0.629845
-28.2301,1,0.794535,1,1,0,28.2656,0.621688
-28.2416,0.998221,0.794535,1,1,0,28.262,0.6262
-28.2705,0.995522,0.794535,1,1,0,28.2878,0.636929
-28.2104,1,0.794535,2,3,0,28.2677,0.613524
-28.1741,0.9807,0.794535,3,7,0,28.4419,0.396784
-30.1892,0.818256,0.794535,2,3,0,30.3158,0.0369906
-29.2342,1,0.794535,1,1,0,30.0499,0.156261
-29.3896,0.97619,0.794535,1,1,0,29.5213,0.134175
-29.1278,1,0.794535,1,1,0,29.4383,0.172247
-29.2035,0.988332,0.794535,1,1,0,29.3423,0.160797
-29.1495,1,0.794535,2,3,0,29.344,0.168926
-28.7107,0.999716,0.794535,3,7,0,29.0924,0.244526
-29.0275,0.952044,0.794535,1,1,0,29.0525,0.188073
-28.0994,1,0.794535,2,3,0,28.9197,0.446418
-31.3045,0.728721,0.794535,2,3,0,31.3559,-0.0714437
-28.3083,1,0.794535,3,7,0,30.8831,0.343753
-28.2611,0.892989,0.794535,3,7,0,29.5616,0.360026
-31.187,0.750737,0.794535,2,3,0,31.4142,-0.0610168
-30.8905,1,0.794535,1,1,0,31.4839,-0.0337873
-28.5513,0.993218,0.794535,2,3,0,31.0325,0.278367
-28.8488,0.95491,0.794535,1,1,0,28.8601,0.218508
-28.1953,0.876979,0.794535,1,3,0,30.2189,0.606897
-29.3974,0.695328,0.794535,1,3,0,31.4988,0.133096
-30.0261,0.907093,0.794535,1,1,0,30.0822,0.0550779
-29.792,0.973271,0.794535,3,7,0,30.5674,0.911173
-28.0766,1,0.794535,2,3,0,29.5371,0.512981
